"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ST3GAL1",469.499171216709,-0.41183496331981,0.0839096653873515,-4.90807538581711,9.1974503317582e-07,0.000269419598646717
"MMP25",91.9991268041565,0.314765195482742,0.163306343214688,1.92745235296182,0.0539232805650319,0.405512298772364
"IL32",48.9838303772707,-0.2018620987449,0.218766600942383,-0.922728139831846,0.356148897478875,NA
"PKD1",2137.59720459011,0.0724129168659821,0.101677500708196,0.712182305442379,0.476351892638137,0.855074307094733
"MAPK8IP2",2047.88303359631,-0.0480826792227269,0.0543899923547359,-0.884035410579354,0.376677097792941,0.799437803407199
"MED24",4806.41269719773,-0.00568872965812504,0.0380959000996193,-0.149326558586337,0.881295959492627,0.97592231366506
"RHOBTB2",329.452399045536,-0.00997153248579912,0.0905509139331108,-0.11012072714324,0.912313630242599,0.983284677430985
"HEATR5B",1267.99606078276,0.0188419045862021,0.0743879660782468,0.253292374822868,0.80004228804329,0.964391144688971
"SEC62",3905.97536614406,-0.0347131278127602,0.0460269438778787,-0.754191455875564,0.45073426730978,0.841656741795359
"RPS20",9552.49135019529,-0.100227972820986,0.0691040355223614,-1.45039247076321,0.146949105516121,0.590741441371911
"CSDE1",31158.346149851,0.0230440626716191,0.0308556064437394,0.746835513138805,0.455162855939928,0.844185491791095
"UBE3C",5525.23621072586,-0.0476146446680778,0.0463125831648705,-1.02811463784199,0.303895905845604,0.751977339022217
"REV3L",2153.60370520817,-0.0522397143708792,0.0825001426028296,-0.633207564529561,0.52659810651953,0.881220960896324
"TENM1",126.188486372922,-0.395467020483877,0.168759336287763,-2.34337861941777,0.0191099792338607,0.247484288962303
"MASP2",227.917823683855,0.0159137634971244,0.109939500321138,0.144750189428182,0.884908110982426,0.976284005658995
"FAM76A",477.873140592143,-0.042753998572362,0.0832784422186035,-0.513386146923042,0.607681233996442,0.912857414146303
"POMT2",965.942583598052,-0.0233719879822438,0.0649377649416045,-0.359913649680755,0.718911709167921,0.941272712360103
